9787545552711,The Lord of the Rings,1200,John Ronald Reuel Tolkien,2002,http://books.google.com/books/content?id=LwO-vgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,283845
9787280310480,The Fellowship of the Ring,410,John Ronald Reuel Tolkien;Alan Lee,2002,http://books.google.com/books/content?id=K7xSPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,817861
9781141992219,Lirael,527,Garth Nix,2004,http://books.google.com/books/content?id=sDzU8TpKvQAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,592825
9783647153507,Tales from the Perilous Realm,178,John Ronald Reuel Tolkien,2002,http://books.google.com/books/content?id=Wla7NwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1090324
9785311052053,Breaking Open the Head,336,Daniel Pinchbeck,2004,http://books.google.com/books/content?id=QIMaviqqoQoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,426597
9788978635167,The Yiddish Policemen's Union,414,Michael Chabon,2007,http://books.google.com/books/content?id=-reD1g77BfsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,675583
9782608297204,"Beware, Princess Elizabeth",242,Carolyn Meyer,2003,http://books.google.com/books/content?id=wPBpR4AFNJ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,592825
9783119192234,The Family Way,400,Tony Parsons,2005,http://books.google.com/books/content?id=dJEIxdYmnU8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,742217
9786589804394,Endless Night,303,Agatha Christie,2002,http://books.google.com/books/content?id=kY1wuNfgmFQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,308032
9782090632451,How to be Alone,306,Jonathan Franzen,2004,http://books.google.com/books/content?id=ozVWaXd9xvwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1350455
9781433600643,The Mysterious Mr. Quin,396,Agatha Christie,2003,http://books.google.com/books/content?id=n0aMDV7Lm4sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,995709
9789220463914,The Listerdale Mystery,317,Agatha Christie,2003,http://books.google.com/books/content?id=J1tLGz5G84EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1359703
9782524986704,The Real Trial of Oscar Wilde,384,Merlin Holland,2004,http://books.google.com/books/content?id=QfNgQfTKcg0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1827561
9781470006201,I Can Read with Me Eyes Shut!,48,Dr. Seuss,2003,http://books.google.com/books/content?id=oyF8U9BRTQwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,663727
9789968337641,"Oh, the Places You'll Go!",48,Dr. Seuss,2003,http://books.google.com/books/content?id=Ev4Llq5fv4IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1128976
9788596194664,If I Die in a Combat Zone,208,Tim O'Brien,2003,http://books.google.com/books/content?id=0qUtSvo_MiEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,687440
9783738399725,The Return of the King,554,J. R. R. Tolkien,2003,http://books.google.com/books/content?id=PI9zPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2892749
9786464542921,The Silmarillion,386,John Ronald Reuel Tolkien;Ted Nasmith,2004,http://books.google.com/books/content?id=hLH0dtl5NVwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1142255
9788116199048,I Wish that I Had Duck Feet,64,Dr. Seuss;Barney Tobey,2004,http://books.google.com/books/content?id=m9cZAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1128976
9783314822443,Oh Say Can You Say?,36,Dr. Seuss,2004,http://books.google.com/books/content?id=r4l8AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1031990
9789938785251,There's a Boy in the Girls' Bathroom,208,Louis Sachar,2004,http://books.google.com/books/content?id=jHE-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,533305
9783918755973,Microserfs,371,Douglas Coupland,2004,http://books.google.com/books/content?id=N3AmmJIsK6wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,604444
9785084008013,Miss Wyoming,320,Douglas Coupland,2004,http://books.google.com/books/content?id=2zoTKFNdxpIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1185413
9784499696052,Where Rainbows End,454,Cecelia Ahern,2004,http://books.google.com/books/content?id=PA7t62vA7SAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,900857
9785873499139,Poirot,727,Agatha Christie,2005,http://books.google.com/books/content?id=lbOOJGLxM9MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,591639
9781246854562,The Art of The Lord of the Rings,224,Gary Russell,2004,http://books.google.com/books/content?id=zl-PPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1407604
9782888308276,The Known World,388,Edward P. Jones,2004,http://books.google.com/books/content?id=CVS9a6lC5CwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2276448
9785513811166,Discover Your Destiny with the Monk Who Sold His Ferrari,240,Robin Sharma,2004,http://books.google.com/books/content?id=4hVbNc8rRfEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,742217
9782809510096,Naked Lunch,289,William S. Burroughs,2005,http://books.google.com/books/content?id=1B36S7t4k5AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,449836
9785647536922,Tropic of Cancer,336,Henry Miller,2005,http://books.google.com/books/content?id=ProgRjTL8FIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,379171
9783543221064,Close Range,318,Annie Proulx,2006,http://books.google.com/books/content?id=f-zI3bgDiCAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,960139
9783307420268,The Love of the Last Tycoon,169,F. Scott Fitzgerald,1994,http://books.google.com/books/content?id=3EDbEHca_k8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,464538
9784504719051,The Song of Rhiannon,208,Evangeline Walton,1992,http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,734866
9788751104585,Heart Songs and Other Stories,203,Annie Proulx,1995,http://books.google.com/books/content?id=_K2fswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1420646
9787663806466,The voyage of the Dawn Treader,216,Clive Staples Lewis,1970,http://books.google.com/books/content?id=fDD3CfYb70cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1161700
9785272798518,"The Chronicles of Narnia: Lion, the witch and the wardrobe",1425,Clive Staples Lewis,1978,http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1134667
9789280034011,The Short Stories of Ernest Hemingway,499,Ernest Hemingway,1986,http://books.google.com/books/content?id=Len1AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2201278
9789519489402,"The Screwtape Letters ; With, Screwtape Proposes a Toast",172,Clive Staples Lewis,1982,http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3819216
9789977965887,Reason in History,95,Georg Wilhelm Friedrich Hegel,1953,http://books.google.com/books/content?id=BCvcYQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,5539357
9786417793326,The Elements of Style,85,William Strunk;Elwyn Brooks White,1979,http://books.google.com/books/content?id=ADaMf2tEB7sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2370114
9783069807131,The Presocratics,352,Philip Wheelwright,1966,http://books.google.com/books/content?id=V45eMgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,651870
9782396150334,Spandau,463,Albert Speer,1976,http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1128976
9788323122542,The Rumble Seat Pony,46,Clarence William Anderson,1971,http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1209363
9783510299349,The Journey with Grandmother,197,Edith Unnerstad,1960,http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,920302
9783240990779,Tyranny of the Majority,352,Lani Guinier,1995,http://books.google.com/books/content?id=aRF7XdcCLq0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,829955
9781034475318,The Origins of the Civil Rights Movement,368,Aldon D. Morris,1986,http://books.google.com/books/content?id=7vyHY9DWcu8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1659673
9781781912106,Presidential Power and the Modern Presidents,384,Richard E. Neustadt,1991,http://books.google.com/books/content?id=elGozulX_o8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1232839
9787148512629,"Rest, Rabbit, Rest",32,Jacquelyn Reinach;Richard Hefter,1978,http://books.google.com/books/content?id=8-40_Zrp5voC&printsec=frontcover&img=1&zoom=1&source=gbs_api,983852
9784107138476,Where the Red Fern Grows,288,Wilson Rawls,2000,http://books.google.com/books/content?id=IHpRwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1063054
9789326488705,Poppy's Return,256,Avi,2006,http://books.google.com/books/content?id=XbcMJQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2726995
9787986399586,Diary of a Spider,40,Doreen Cronin,2005,http://books.google.com/books/content?id=UWvZo2pIhzMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,592588
9781236058632,An Old-Fashioned Thanksgiving,32,Louisa May Alcott;James Bernardin,2005,http://books.google.com/books/content?id=SKYr4V6C1M0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,853431
9789250484920,The Paradox of Choice,265,Barry Schwartz,2005,http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,661118
9782435559518,How to Read Literature Like a Professor,314,Thomas C. Foster,2003,http://books.google.com/books/content?id=irkUlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1493682
9787760122410,The Amazing Maurice and His Educated Rodents,256,Terry Pratchett,2001,http://books.google.com/books/content?id=1Z8KJQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,572432
9785538616186,The Wee Free Men,390,Terry Pratchett,2004,http://books.google.com/books/content?id=8PLblgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,467146
9786725619143,Going Postal,377,Terry Pratchett,2004,http://books.google.com/books/content?id=5xRh5kkS84UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1066374
9781014418267,Modern Mind,847,Peter Watson,2002,http://books.google.com/books/content?id=JVdMSavwwHoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,626972
9788503298314,She Went All the Way,357,Meg Cabot,2002,http://books.google.com/books/content?id=3ANI1Q2Z-qsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,191838
9786606205804,Island,354,Aldous Huxley,1962,http://books.google.com/books/content?id=MB3VSMgJ5CkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1637620
9783514106457,A Year in the Life of William Shakespeare,333,James Shapiro,2006,http://books.google.com/books/content?id=86bOlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,782292
9786355484835,Lucy Sullivan Is Getting Married,640,Marian Keyes,2002,http://books.google.com/books/content?id=qLl-3FGhPl0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1801002
9781618429903,The Terminal Man,266,Michael Crichton,2002,http://books.google.com/books/content?id=9hERBFsuOcgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2134170
9785425199530,The Art of the Novel,176,Milan Kundera,2003,http://books.google.com/books/content?id=H_3jAacr_U4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,674635
9786031748361,The Bromeliad Trilogy,502,Terry Pratchett,2003,http://books.google.com/books/content?id=IsFpvCusQsIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1129213
9789014449630,"Merry Christmas, Amelia Bedelia",64,Peggy Parish,2002,http://books.google.com/books/content?id=SYCULYl-p-IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1130636
9781158760908,Identity,176,Milan Kundera,1998,http://books.google.com/books/content?id=D30ExgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1385076
9783739191301,The thief of always,225,Clive Barker,1992,http://books.google.com/books/content?id=jKsrAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,502953
9788838011792,The Illustrated Alchemist,198,Paulo Coelho;Alan R. Clarke;Moebius,1998,http://books.google.com/books/content?id=1YX2usKBAMIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2371063
9784281473572,Mars and Venus Book of Days,368,John Gray,1998,http://books.google.com/books/content?id=kd6YGT74stsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,616538
9785938262871,The Last of the Really Great Whangdoodles,209,Julie Andrews Edwards,1996,http://books.google.com/books/content?id=D-iftWFTCcgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1128976
9788766466446,Today I Feel Silly & Other Moods That Make My Day,40,Jamie Lee Curtis,1998,http://books.google.com/books/content?id=s_2GIF_c0T8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2208866
9786247206569,The Missing Piece Meets the Big O,104,Shel Silverstein,1981,http://books.google.com/books/content?id=-m4gwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,213891
9787081638406,"Lafcadio, the Lion Who Shot Back",112,Shel Silverstein,1963,http://books.google.com/books/content?id=lmeJRAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,806005
9786768082280,The Secret Garden Cookbook,128,Amy Cotler,1999,http://books.google.com/books/content?id=c7E_HQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1128976
9783464779742,Laura's Album,80,William Anderson,1998,http://books.google.com/books/content?id=_zTkqDlEV-UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,144886
9786894040192,Quivers,341,Robin Quivers,1995,http://books.google.com/books/content?id=3Fj1h-gIbUsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,456238
9783573473089,Moonspinners,400,Mary Stewart,2003,http://books.google.com/books/content?id=GRhFkTkZba4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1185413
9789096459940,Small Wonder,264,Barbara Kingsolver,2003,http://books.google.com/books/content?id=2mrrlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1066848
9781301047972,Worlds Enough & Time,272,Dan Simmons,2002,http://books.google.com/books/content?id=EKoIG4auiB4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,896351
9781455490021,The Cheese Monkeys,288,Chip Kidd,2002,http://books.google.com/books/content?id=wkCm2zyHAcwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,425648
9787430784283,Travels,400,Michael Crichton,2002,http://books.google.com/books/content?id=QYilZGadTEYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1896091
9787451207137,Caesar,928,Colleen McCullough,2003,http://books.google.com/books/content?id=aoH_-e_syp0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1418986
9787533328685,The Forever War,278,Joe Haldeman,2003,http://books.google.com/books/content?id=jc1eCZlD-ScC&printsec=frontcover&img=1&zoom=1&source=gbs_api,995946
9781701044746,Amelia Bedelia Goes Camping,64,Peggy Parish,2003,http://books.google.com/books/content?id=WEEz7PKLpQkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,829718
9785423049830,The Secret Sister,416,Elizabeth Lowell,2005,http://books.google.com/books/content?id=Pmjr6ytkCikC&printsec=frontcover&img=1&zoom=1&source=gbs_api,358066
9789589223642,Amelia Bedelia Helps Out,64,Peggy Parish,2005,http://books.google.com/books/content?id=rELWOiQkJTYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,995709
9783906795148,Whirlpool,448,Elizabeth Lowell,2006,http://books.google.com/books/content?id=FrnsFG4_j1oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,829718
9787644843290,"Teach Us, Amelia Bedelia",64,Peggy Parish,2004,http://books.google.com/books/content?id=gnVFCJ4sW3IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,236893
9788178587996,Cryptonomicon,1139,Neal Stephenson,2002,http://books.google.com/books/content?id=qYAmfUBPN-UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,877381
9782929996197,Falling Up,178,Shel Silverstein,2002,http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,948520
9783132206749,Anansi Boys,387,Neil Gaiman,2006,http://books.google.com/books/content?id=VagoPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1488702
9784627486177,Fragile Things,360,Neil Gaiman,2006,http://books.google.com/books/content?id=ggLzJskmIqYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1422543
9783530436121,What Went Wrong?,186,Bernard Lewis,2003,http://books.google.com/books/content?id=qgNrVchhhfMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3639946
9784966110533,Letters from the Earth,321,Mark Twain,2004,http://books.google.com/books/content?id=uURT_Dwfby0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1754288
